comunidad_autonoma,edad,genero,actividad_fisica,asistencia_cine,asistencia_directos,asistencia_cultural,asistencia_deporte,dias_alta_contaminacion,homicidios_100mhabit,criminalidad_1000habit,estudios,estado_civil,horasTrabajadas_mes,salario_anual,satisf_hospitales,satisf_dentistas,satisf_especialistas,satisf_medGeneral,frecuencia_felicidad
Andalucía,32,mujer,nivel_bajo,no,no_puede,no,si,9.8415,0.9722,48.5852,segundo_secundaria_profesional,casado/a,166.1006,33621.0404,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,19,mujer,nivel_moderado,si,no,si,no,7.6506,0.5881,58.4149,estudios_primarios_incompletos,casado/a,195.7178,29112.3118,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_neutral,muy_a_menudo
Andalucía,44,hombre,nivel_moderado,no,no,no,no,11.4552,0.4891,43.8805,educacion_superior,casado/a,139.5884,18482.0638,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Andalucía,56,mujer,nivel_bajo,no_puede,no,si,no_puede,9.3339,0.8473,40.5742,educacion_superior,soltero/a,162.2299,25354.808,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,45,mujer,nivel_alto,no,no,no_puede,no_puede,8.7031,0.5545,55.3701,educacion_superior,casado/a,107.4519,29254.0622,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,49,hombre,nivel_bajo,si,no,si,no,7.085,0.6637,68.3355,primaria,casado/a,152.1183,19558.3355,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,38,mujer,nivel_moderado,no,no_puede,no,si,9.8467,0.4858,58.0684,educacion_superior,viudo/a,150.546,21023.5408,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_neutral,muy_a_menudo
Andalucía,40,mujer,nivel_moderado,no,si,si,no,11.3327,0.8924,60.1261,primero_secundaria,soltero/a,144.4441,33702.3075,hospitales_muy_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_insatisfecho/a,medGeneral_neutral,muy_a_menudo
Andalucía,48,mujer,nivel_bajo,no,no,no,no,10.3775,0.6664,37.134,educacion_superior,soltero/a,184.9828,28957.4701,hospitales_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,58,mujer,nivel_moderado,no,no,no_puede,si,5.1868,0.6956,40.2579,educacion_superior,separado/a,186.1929,18288.8469,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,53,mujer,nivel_moderado,no,no,si,no,8.2333,0.6869,34.2331,primero_secundaria,viudo/a,202.6864,23046.6325,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,41,mujer,nivel_bajo,si,si,si,no,9.8192,0.8111,48.5394,primero_secundaria,casado/a,128.6629,33910.9073,hospitales_neutral,dentistas_neutral,especialistas_neutral,medGeneral_satisfecho/a,algunas_veces
Andalucía,10,mujer,nivel_alto,no,si,no,no_puede,8.0419,0.6741,47.4786,primero_secundaria,casado/a,115.9563,32618.7222,hospitales_muy_satisfecho/a,dentistas_muy_insatisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,73,mujer,nivel_bajo,no,si,no_puede,no,10.545,1.0164,48.2086,primero_secundaria,soltero/a,154.6478,26056.1291,hospitales_muy_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,28,mujer,nivel_bajo,no,si,si,no,9.5023,0.7664,58.1308,primero_secundaria,viudo/a,156.8613,21136.109,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_insatisfecho/a,muy_a_menudo
Andalucía,77,mujer,nivel_alto,no,no,no,no,7.3191,0.78,25.1894,primaria,soltero/a,97.9033,23248.85,hospitales_satisfecho/a,dentistas_muy_insatisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,58,mujer,nivel_alto,no,no,no,no,8.9809,1.121,38.4382,primero_secundaria,casado/a,165.8613,23308.203,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,algunas_veces
Andalucía,43,hombre,nivel_bajo,no,si,no,no,8.8114,0.6264,51.356,estudios_primarios_incompletos,casado/a,166.4849,20569.5164,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,31,mujer,nivel_alto,no,si,si,si,11.0769,0.6183,23.5172,educacion_superior,soltero/a,148.095,34208.5272,hospitales_muy_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,79,mujer,nivel_alto,no_puede,si,no,no,11.128,1.0609,13.5074,segundo_secundaria_general,casado/a,106.1022,23367.0345,hospitales_insatisfecho/a,dentistas_muy_insatisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,28,mujer,nivel_bajo,no_puede,no,no,no,12.4685,1.0102,35.9541,educacion_superior,casado/a,190.7723,17066.1726,hospitales_muy_insatisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,40,hombre,nivel_bajo,si,no,si,no,8.2955,0.7227,33.4983,educacion_superior,casado/a,210.7676,31211.8857,hospitales_insatisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,77,mujer,nivel_moderado,si,no,no,no,12.1574,0.6321,61.0747,primero_secundaria,viudo/a,97.7099,31630.0155,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,64,hombre,nivel_moderado,si,si,no,no,9.9377,0.7824,41.1125,segundo_secundaria_general,soltero/a,101.96,22502.0136,hospitales_muy_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,65,hombre,nivel_moderado,si,no,no,no,7.9812,1.1331,43.7884,primero_secundaria,soltero/a,171.2535,24031.168,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Andalucía,57,mujer,nivel_moderado,no,no_puede,no,no,10.1009,0.868,42.7448,primero_secundaria,viudo/a,86.2601,17401.3131,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,73,mujer,nivel_alto,si,no,si,no,7.2468,0.9834,79.7514,educacion_superior,soltero/a,127.4282,31704.2583,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,34,hombre,nivel_alto,si,no,no,no,9.3466,0.9305,62.7398,primero_secundaria,soltero/a,213.0173,33248.8739,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,37,hombre,nivel_alto,no,no,no,si,6.7052,0.584,55.3838,educacion_superior,soltero/a,116.7108,18035.5163,hospitales_satisfecho/a,dentistas_muy_insatisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,27,hombre,nivel_alto,si,no,no,si,14.9849,1.0039,45.6568,estudios_primarios_incompletos,soltero/a,176.131,16872.6368,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,49,hombre,nivel_bajo,si,no_puede,no,no,10.9834,0.4001,50.3648,primero_secundaria,casado/a,78.351,35849.7255,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_insatisfecho/a,algunas_veces
Andalucía,27,hombre,nivel_bajo,no,no,no,no_puede,8.0714,0.7812,41.4724,educacion_superior,divorciado/a,100.7178,24297.9349,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,11,mujer,nivel_alto,si,si,no,no,5.6188,0.7339,61.3709,primero_secundaria,casado/a,100.2334,17075.7608,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,14,hombre,nivel_alto,no_puede,no_puede,no,no,8.2751,0.7268,36.2418,primaria,soltero/a,108.2495,22780.7678,hospitales_neutral,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,69,hombre,nivel_bajo,no,no,no,no,15.3848,1.1915,21.9175,primaria,divorciado/a,129.723,21149.1217,hospitales_satisfecho/a,dentistas_muy_insatisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,37,mujer,nivel_moderado,si,no_puede,no,si,10.0744,0.3681,46.7127,segundo_secundaria_profesional,casado/a,144.9112,11941.3463,hospitales_neutral,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,73,mujer,nivel_bajo,si,no,no,si,8.0229,0.5617,44.7754,primaria,soltero/a,240.9571,22961.2627,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,44,hombre,nivel_bajo,no,no_puede,no,no,9.5418,0.8464,36.2911,segundo_secundaria_general,casado/a,153.8494,29041.6985,hospitales_neutral,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,64,mujer,nivel_alto,si,no,no,no_puede,9.0066,1.1522,60.5819,primero_secundaria,soltero/a,146.2474,24293.2028,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Andalucía,23,hombre,nivel_bajo,si,si,si,no_puede,9.653,0.9505,53.5726,educacion_superior,viudo/a,206.0998,14207.7834,hospitales_satisfecho/a,dentistas_muy_insatisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Andalucía,47,mujer,nivel_bajo,no,no,si,no,8.1414,0.7505,21.1389,primero_secundaria,soltero/a,117.6771,10715.314,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,60,mujer,nivel_moderado,no,si,no_puede,no,7.1857,0.6497,49.8582,educacion_superior,casado/a,186.6749,28302.6253,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,42,mujer,nivel_alto,no,no,no,si,13.4421,0.8267,49.9234,segundo_secundaria_general,soltero/a,186.4921,22990.765,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,70,hombre,nivel_bajo,no,si,si,no,8.382,0.8291,40.3279,primero_secundaria,divorciado/a,118.1554,14247.5008,hospitales_satisfecho/a,dentistas_muy_insatisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,43,mujer,nivel_bajo,si,no,no,no,10.019,0.8144,58.8906,primero_secundaria,soltero/a,183.0797,25039.8346,hospitales_neutral,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_muy_insatisfecho/a,muy_a_menudo
Andalucía,42,mujer,nivel_moderado,si,no_puede,si,no,15.3276,1.167,60.5725,educacion_superior,casado/a,178.9586,14402.2421,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,20,mujer,nivel_moderado,si,si,no,no,9.0519,0.982,39.4193,primero_secundaria,casado/a,186.4794,29695.7711,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,28,hombre,nivel_moderado,no,si,si,si,6.5614,0.6369,62.3165,primaria,casado/a,220.575,22812.3975,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,16,mujer,nivel_alto,no_puede,no,no,si,8.9198,0.8342,43.0246,educacion_superior,casado/a,217.5274,28744.8483,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,35,hombre,nivel_bajo,si,no,no,no_puede,10.2991,0.7429,48.3264,primero_secundaria,casado/a,132.8384,26215.0093,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Andalucía,21,hombre,nivel_alto,no,no,si,si,8.9897,1.1443,53.0553,segundo_secundaria_profesional,soltero/a,111.9652,15922.4287,hospitales_satisfecho/a,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_neutral,algunas_veces
Andalucía,15,hombre,nivel_bajo,no_puede,no,si,no,7.3222,0.5064,48.8876,educacion_superior,soltero/a,206.1522,17786.7652,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,31,hombre,nivel_alto,no_puede,si,no,si,6.7756,0.4835,47.3932,primero_secundaria,casado/a,133.7461,14393.4062,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,42,mujer,nivel_alto,si,si,no,no,8.4919,0.5395,58.4305,primero_secundaria,casado/a,175.5572,20502.4318,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_insatisfecho/a,muy_a_menudo
Andalucía,37,hombre,nivel_moderado,si,si,no,no,8.4796,1.0032,57.7274,primero_secundaria,soltero/a,211.4587,20965.1353,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,32,hombre,nivel_moderado,no,si,si,si,10.9432,0.7051,55.1434,segundo_secundaria_general,divorciado/a,173.6324,28922.2028,hospitales_muy_satisfecho/a,dentistas_insatisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,46,mujer,nivel_moderado,no,no,no,no,10.3685,0.7249,38.5168,primero_secundaria,casado/a,157.7027,30798.4432,hospitales_neutral,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,algunas_veces
Andalucía,26,mujer,nivel_bajo,si,si,si,no,9.9931,0.6001,60.615,segundo_secundaria_profesional,divorciado/a,164.9934,29711.3538,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_neutral,algunas_veces
Andalucía,69,mujer,nivel_bajo,no,no,no,no,7.3888,0.7564,40.052,primero_secundaria,casado/a,159.8679,24933.0703,hospitales_neutral,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,26,hombre,nivel_bajo,no_puede,si,si,no,12.3442,0.6108,38.8393,educacion_superior,soltero/a,122.5238,16494.883,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,57,hombre,nivel_bajo,si,no,no,no,8.931,0.4779,51.408,primero_secundaria,casado/a,179.3324,15919.2013,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Andalucía,55,mujer,nivel_bajo,no_puede,no,no,si,9.0145,1.0831,38.4231,segundo_secundaria_general,casado/a,212.0143,34441.8404,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,63,mujer,nivel_moderado,no,si,no,si,12.9775,0.5846,46.3112,educacion_superior,casado/a,130.5717,25839.5171,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,algunas_veces
Andalucía,50,hombre,nivel_bajo,no_puede,no_puede,no,no,12.1505,1.0102,39.8981,primaria,casado/a,137.7153,23537.5964,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,nunca
Andalucía,81,mujer,nivel_alto,no,no,si,no,12.2671,1.0323,42.7108,segundo_secundaria_profesional,casado/a,116.5609,18882.9542,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,65,hombre,nivel_moderado,no_puede,si,si,no,9.5862,0.9725,41.0,educacion_superior,casado/a,121.6892,23636.1408,hospitales_muy_insatisfecho/a,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,38,hombre,nivel_bajo,no_puede,no,si,no,8.8337,0.4935,48.0005,primero_secundaria,divorciado/a,111.991,29339.7356,hospitales_satisfecho/a,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Andalucía,35,hombre,nivel_bajo,no,no,no,no,10.0966,0.7866,47.4287,primero_secundaria,soltero/a,143.9986,22888.0832,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Andalucía,42,mujer,nivel_bajo,no,si,no,no,12.8983,0.8914,31.2934,segundo_secundaria_general,casado/a,192.5999,20586.0839,hospitales_muy_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,29,mujer,nivel_moderado,no,si,no_puede,no,7.4846,0.8636,45.6143,primero_secundaria,soltero/a,168.9856,34024.8508,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Andalucía,56,mujer,nivel_moderado,si,no,no,no,7.9911,0.661,27.1234,primaria,casado/a,162.952,23337.6612,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,63,mujer,nivel_bajo,no,no_puede,no_puede,no,11.5799,0.8693,56.373,estudios_primarios_incompletos,casado/a,170.5233,15674.6672,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,43,hombre,nivel_bajo,no,si,no_puede,si,9.3427,0.5382,69.3782,educacion_superior,casado/a,117.423,23191.9503,hospitales_neutral,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,72,mujer,nivel_bajo,no,no,no,no,6.4942,0.496,39.3262,estudios_primarios_incompletos,soltero/a,135.582,40146.8496,hospitales_neutral,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,69,mujer,nivel_bajo,si,no,no,no,8.4031,1.2078,42.0432,primaria,casado/a,133.5213,13953.3811,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,23,hombre,nivel_bajo,no,no,si,no,7.4636,1.1695,55.003,primero_secundaria,casado/a,147.2023,33132.5124,hospitales_neutral,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,14,mujer,nivel_moderado,no,si,si,no,9.2945,0.6267,36.8945,educacion_superior,casado/a,176.5121,23775.4358,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_insatisfecho/a,medGeneral_neutral,algunas_veces
Andalucía,34,mujer,nivel_bajo,no,no,no_puede,no,10.1482,0.778,64.1356,educacion_superior,divorciado/a,113.7713,13924.3967,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Andalucía,52,mujer,nivel_bajo,si,no,si,si,8.1387,1.089,36.9396,primero_secundaria,soltero/a,157.098,28101.1815,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,25,mujer,nivel_bajo,no,no,no,si,7.9787,0.9668,62.7923,segundo_secundaria_profesional,casado/a,69.0477,30941.7869,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,44,mujer,nivel_moderado,no,no,no,no_puede,10.5649,0.8773,48.7708,educacion_superior,casado/a,93.6393,31424.3049,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,37,mujer,nivel_moderado,si,si,si,no,11.9122,1.1405,51.7045,primero_secundaria,casado/a,159.7959,19841.806,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,13,hombre,nivel_bajo,no,no,no,no,10.9035,0.4597,47.3193,primero_secundaria,viudo/a,186.3758,28186.2615,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Andalucía,79,mujer,nivel_alto,si,no,si,no,8.0848,0.5509,34.6585,segundo_secundaria_profesional,viudo/a,206.9405,23089.5388,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,50,mujer,nivel_moderado,si,si,no,no,12.3398,0.6757,66.9131,primero_secundaria,casado/a,231.7912,22469.1102,hospitales_neutral,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,59,mujer,nivel_moderado,si,si,no,no,12.2314,0.875,45.5075,educacion_superior,divorciado/a,142.7808,42847.8328,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,11,hombre,nivel_moderado,no,si,si,no,5.6357,0.7606,46.575,estudios_primarios_incompletos,soltero/a,237.3571,23872.9201,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Andalucía,43,hombre,nivel_bajo,si,no,no,no,7.75,0.8701,62.2061,primaria,casado/a,95.0083,31648.6911,hospitales_satisfecho/a,dentistas_muy_insatisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,44,mujer,nivel_bajo,no,si,no,no_puede,6.4398,0.6628,38.922,primaria,separado/a,163.7602,27675.9445,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,73,hombre,nivel_bajo,si,no_puede,no,no,9.2548,0.4474,54.2017,primaria,casado/a,176.84,21340.8491,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,38,mujer,nivel_bajo,si,no,no,si,10.7106,0.9603,52.2622,segundo_secundaria_profesional,soltero/a,194.4936,25418.2384,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,69,mujer,nivel_moderado,no_puede,no_puede,no,si,11.2881,0.5855,47.3522,primero_secundaria,casado/a,179.7709,7344.6654,hospitales_satisfecho/a,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_muy_insatisfecho/a,muy_a_menudo
Andalucía,22,hombre,nivel_moderado,no,no,si,si,11.5425,0.948,30.3163,estudios_primarios_incompletos,soltero/a,58.464,32420.1931,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,42,mujer,nivel_moderado,no_puede,si,no,no,7.4145,0.662,47.1265,segundo_secundaria_profesional,soltero/a,149.0952,16519.5074,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,28,mujer,nivel_bajo,no,no,si,si,10.9552,0.7302,48.0313,segundo_secundaria_profesional,soltero/a,150.024,37781.9756,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,49,mujer,nivel_bajo,si,no_puede,no,no,11.3523,1.1793,60.2531,educacion_superior,casado/a,170.5309,23608.7225,hospitales_neutral,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Andalucía,27,mujer,nivel_alto,no,si,si,no,4.9947,0.7849,38.2837,primero_secundaria,divorciado/a,139.9887,36384.6025,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Andalucía,16,hombre,nivel_bajo,no,no,si,no_puede,10.3088,1.1196,62.0757,educacion_superior,soltero/a,156.1357,22475.6944,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,22,hombre,nivel_moderado,si,no,no,no,9.1876,0.8365,42.5241,educacion_superior,casado/a,208.1447,11594.8688,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,63,mujer,nivel_bajo,si,no,si,no,7.2252,0.756,42.4075,primero_secundaria,casado/a,195.9378,19719.8335,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,87,mujer,nivel_bajo,si,no,no_puede,no,8.181,0.8793,38.5151,educacion_superior,casado/a,208.5576,29701.0364,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_muy_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,19,mujer,nivel_moderado,si,no,si,no_puede,8.8513,0.2507,40.3966,primaria,soltero/a,130.4396,17623.944,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Andalucía,21,hombre,nivel_moderado,si,no,no,no_puede,9.2022,0.8107,60.4844,analfabetos,casado/a,158.4069,26760.0168,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Andalucía,38,mujer,nivel_alto,no,no,no,no,6.4453,1.1659,29.5674,primero_secundaria,soltero/a,191.3761,32846.8786,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Andalucía,94,mujer,nivel_bajo,si,si,no,no,7.7142,0.5781,38.0174,primero_secundaria,casado/a,125.4649,24424.7912,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_neutral,algunas_veces
Andalucía,37,hombre,nivel_moderado,no_puede,no,no,si,9.9646,0.8925,52.2107,educacion_superior,casado/a,187.7131,20191.457,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Andalucía,37,mujer,nivel_bajo,no_puede,no_puede,si,no,9.5525,0.9086,53.9613,educacion_superior,casado/a,161.7421,28385.4467,hospitales_neutral,dentistas_neutral,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
