comunidad_autonoma,edad,genero,actividad_fisica,asistencia_cine,asistencia_directos,asistencia_cultural,asistencia_deporte,dias_alta_contaminacion,estudios,estado_civil,horasTrabajadas_mes,salario_anual,satisf_hospitales,satisf_dentistas,satisf_especialistas,satisf_medGeneral,percepcion_seguridad
Aragón,72,hombre,nivel_moderado,no_puede,no,no,no,5.5624,educacion_superior,casado/a,176.9376,24116.8163,neutral,satisfecho/a,neutral,muy_satisfecho/a,7.391265526293835
Aragón,76,hombre,nivel_bajo,no,no,no,no,9.6218,educacion_superior,casado/a,176.1737,20940.6516,satisfecho/a,muy_insatisfecho/a,satisfecho/a,satisfecho/a,7.643662005270814
Aragón,39,mujer,nivel_bajo,no,no,si,no,8.2507,educacion_superior,soltero/a,280.0466,34175.2966,neutral,neutral,neutral,satisfecho/a,7.251802294060121
Aragón,33,hombre,nivel_bajo,no,no,si,no,7.19,estudios_primarios_incompletos,soltero/a,116.5364,24361.2933,satisfecho/a,satisfecho/a,muy_insatisfecho/a,muy_insatisfecho/a,7.595359165862559
Aragón,43,mujer,nivel_bajo,no,no,si,si,9.8983,analfabetos,casado/a,163.6673,29660.7765,satisfecho/a,satisfecho/a,neutral,neutral,7.628264193255884
Aragón,43,mujer,nivel_moderado,no,si,no,no,5.3729,primero_secundaria,soltero/a,214.223,25005.5974,muy_satisfecho/a,muy_insatisfecho/a,muy_insatisfecho/a,muy_satisfecho/a,5.51122438442241
Aragón,21,hombre,nivel_bajo,no,no,si,no,6.9246,primero_secundaria,casado/a,182.1919,13567.651,neutral,neutral,muy_insatisfecho/a,muy_satisfecho/a,7.045366272162254
Aragón,72,hombre,nivel_bajo,no_puede,si,no,si,5.788,primero_secundaria,casado/a,137.0565,17184.7898,muy_satisfecho/a,neutral,neutral,satisfecho/a,7.674084247087674
Aragón,46,mujer,nivel_bajo,si,no,si,no,4.7422,primero_secundaria,casado/a,193.093,18841.212,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.860169397921794
Aragón,44,hombre,nivel_bajo,no,no,no,no,6.0847,primero_secundaria,casado/a,98.047,16031.4197,satisfecho/a,neutral,satisfecho/a,neutral,7.540386674034104
Aragón,25,hombre,nivel_bajo,si,si,no,si,10.066,segundo_secundaria_general,casado/a,182.123,25716.9268,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.340767447736333
Aragón,51,hombre,nivel_moderado,no,si,si,no,10.3331,analfabetos,separado/a,145.4153,29004.2352,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,9.436773947819463
Aragón,65,hombre,nivel_moderado,no,no,si,no,5.2725,primero_secundaria,casado/a,152.8997,30812.8046,satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.701525266978539
Aragón,38,mujer,nivel_alto,no,no_puede,si,no,5.434,educacion_superior,casado/a,142.2118,15058.5774,satisfecho/a,muy_insatisfecho/a,neutral,muy_satisfecho/a,9.09565862511078
Aragón,85,mujer,nivel_bajo,no,si,no_puede,no,9.6872,segundo_secundaria_general,soltero/a,161.5163,21777.7633,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.691304398537294
Aragón,31,mujer,nivel_bajo,no,no,si,no,9.0574,segundo_secundaria_profesional_,soltero/a,182.7861,7703.4347,satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.233045009575079
Aragón,64,hombre,nivel_bajo,no,si,si,si,9.1118,estudios_primarios_incompletos,casado/a,182.9059,24596.4561,satisfecho/a,satisfecho/a,neutral,muy_satisfecho/a,7.576332772195649
Aragón,48,hombre,nivel_moderado,no,no,no_puede,si,6.7986,segundo_secundaria_profesional_,casado/a,192.731,30954.8148,insatisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.044138145882564
Aragón,78,hombre,nivel_bajo,no,no,no,no,9.6159,primero_secundaria,soltero/a,239.3068,23403.7705,muy_satisfecho/a,muy_insatisfecho/a,satisfecho/a,muy_satisfecho/a,7.205661835314514
Aragón,39,hombre,nivel_moderado,no,no,no,no,11.7037,segundo_secundaria_general,soltero/a,146.0474,30152.1539,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,neutral,8.212474283183015
Aragón,18,hombre,nivel_bajo,no,no,no,no,8.825,primero_secundaria,soltero/a,205.9181,22048.1655,satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,9.182322727486508
Aragón,63,hombre,nivel_bajo,no_puede,no,si,no,7.2428,educacion_superior,soltero/a,170.515,32173.7249,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,8.282900759727386
Aragón,12,mujer,nivel_moderado,si,no_puede,si,no,9.7784,primaria,soltero/a,0.0,0.0,neutral,muy_satisfecho/a,insatisfecho/a,insatisfecho/a,8.010063524915632
Aragón,84,mujer,nivel_bajo,no_puede,si,si,no,7.692,primero_secundaria,casado/a,69.7373,38881.3822,satisfecho/a,satisfecho/a,satisfecho/a,muy_insatisfecho/a,7.059679514613445
Aragón,41,hombre,nivel_moderado,no,si,no_puede,no,9.4203,primaria,soltero/a,151.2749,25163.1207,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.640132028290507
Aragón,85,mujer,nivel_bajo,no,no,si,si,9.6437,educacion_superior,soltero/a,204.6496,33092.9028,muy_satisfecho/a,neutral,satisfecho/a,satisfecho/a,8.294564691188539
Aragón,54,hombre,nivel_moderado,si,no,si,no,7.1244,primero_secundaria,soltero/a,161.4469,29313.2511,satisfecho/a,muy_insatisfecho/a,satisfecho/a,satisfecho/a,7.671959751395185
Aragón,62,mujer,nivel_moderado,si,si,no,no,6.8922,segundo_secundaria_profesional_,soltero/a,183.528,25363.157,muy_satisfecho/a,muy_insatisfecho/a,insatisfecho/a,muy_satisfecho/a,7.690287010121132
Aragón,77,mujer,nivel_bajo,si,si,no,si,8.15,educacion_superior,soltero/a,172.9216,33837.0414,neutral,neutral,neutral,muy_satisfecho/a,6.963321085075868
Aragón,47,hombre,nivel_alto,no,si,no,no,7.1181,educacion_superior,casado/a,144.5743,25235.6874,muy_satisfecho/a,neutral,neutral,muy_satisfecho/a,7.20958940313945
Aragón,53,hombre,nivel_bajo,si,no,si,si,10.1999,primaria,casado/a,191.9527,34145.5288,satisfecho/a,satisfecho/a,insatisfecho/a,satisfecho/a,7.433835360211338
Aragón,62,mujer,nivel_bajo,no,no,si,no,7.6903,primero_secundaria,viudo/a,103.7904,21553.3702,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.3738364752868915
Aragón,58,mujer,nivel_bajo,no,no,si,si,9.6619,primero_secundaria,soltero/a,177.601,24134.2155,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.792907406176942
Aragón,34,mujer,nivel_moderado,no,si,si,no,6.025,educacion_superior,viudo/a,180.49,27342.028,muy_satisfecho/a,neutral,muy_satisfecho/a,satisfecho/a,6.373689341561592
Aragón,67,hombre,nivel_alto,no,no,si,no,4.2423,educacion_superior,soltero/a,194.1807,27737.815,satisfecho/a,neutral,muy_satisfecho/a,muy_satisfecho/a,7.554985570737105
Aragón,19,mujer,nivel_bajo,si,no,no,no,11.4176,segundo_secundaria_general,casado/a,133.9891,31672.6512,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,8.021243404832198
Aragón,28,hombre,nivel_bajo,si,no_puede,no_puede,no,9.6066,educacion_superior,soltero/a,139.9258,32460.1414,muy_insatisfecho/a,neutral,muy_satisfecho/a,muy_satisfecho/a,7.348780544695783
Aragón,56,hombre,nivel_moderado,si,si,no,si,6.9464,analfabetos,casado/a,158.8814,24736.2815,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.480695193641361
Aragón,80,hombre,nivel_bajo,no,no_puede,si,no,8.2829,educacion_superior,viudo/a,198.1473,25962.8147,muy_insatisfecho/a,neutral,muy_insatisfecho/a,satisfecho/a,7.905769576353883
Aragón,58,hombre,nivel_moderado,si,no,si,no,8.0963,educacion_superior,casado/a,120.1825,33045.3799,satisfecho/a,neutral,satisfecho/a,satisfecho/a,8.792561019785015
Aragón,31,hombre,nivel_moderado,no_puede,no,si,si,7.0088,estudios_primarios_incompletos,soltero/a,154.825,28235.957,neutral,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,8.466426658828457
Aragón,65,mujer,nivel_bajo,si,no,si,no,8.2802,educacion_superior,casado/a,248.9137,21119.1344,neutral,satisfecho/a,muy_insatisfecho/a,muy_satisfecho/a,6.836730034574458
Aragón,54,mujer,nivel_moderado,no,no,no,no,5.3892,educacion_superior,casado/a,126.9218,40943.9228,neutral,muy_insatisfecho/a,muy_satisfecho/a,muy_satisfecho/a,8.312334265450726
Aragón,50,mujer,nivel_moderado,si,no,si,no,8.0369,primaria,casado/a,157.916,38553.6041,satisfecho/a,muy_insatisfecho/a,satisfecho/a,muy_satisfecho/a,6.959455857111931
Aragón,54,mujer,nivel_bajo,no,no,si,no,8.8809,primero_secundaria,soltero/a,118.6047,15862.2062,muy_satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,8.330102696680658
Aragón,35,hombre,nivel_moderado,no,no,si,no,8.9238,educacion_superior,soltero/a,158.6246,35763.1864,satisfecho/a,satisfecho/a,neutral,satisfecho/a,8.095718757936375
Aragón,74,mujer,nivel_moderado,si,no,no,no,9.1164,primero_secundaria,soltero/a,144.1619,36246.1809,neutral,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,6.908484318668995
Aragón,44,hombre,nivel_moderado,no,si,no_puede,no,9.3654,educacion_superior,viudo/a,124.0934,27403.8214,muy_insatisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.8207945577764555
Aragón,99,mujer,nivel_bajo,no,no_puede,no_puede,no,5.8705,educacion_superior,casado/a,213.0882,37479.9762,neutral,neutral,satisfecho/a,muy_satisfecho/a,8.83455111694581
Aragón,64,hombre,nivel_alto,no,si,si,no,5.6578,segundo_secundaria_profesional_,casado/a,100.5478,30441.7744,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.903477077378417
Aragón,80,hombre,nivel_bajo,no,si,si,no,6.503,educacion_superior,soltero/a,168.3977,11511.2011,satisfecho/a,muy_insatisfecho/a,satisfecho/a,muy_satisfecho/a,8.148339908186163
Aragón,46,mujer,nivel_bajo,si,si,no,no,9.3488,educacion_superior,casado/a,128.4336,32020.4509,satisfecho/a,satisfecho/a,satisfecho/a,muy_insatisfecho/a,7.684110677889594
Aragón,80,mujer,nivel_bajo,si,no,no,si,9.866,educacion_superior,casado/a,156.0488,21396.513,muy_insatisfecho/a,satisfecho/a,neutral,muy_satisfecho/a,6.776453989770634
Aragón,76,hombre,nivel_bajo,no,si,no,no,8.2612,primero_secundaria,casado/a,141.746,34904.0419,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,7.4495686892578
Aragón,71,mujer,nivel_bajo,no,si,si,no,7.9482,primaria,casado/a,104.8092,23610.1626,satisfecho/a,neutral,neutral,muy_satisfecho/a,7.104729189833479
Aragón,42,mujer,nivel_bajo,no,no,si,no,5.5784,educacion_superior,soltero/a,176.6237,31951.6391,neutral,neutral,satisfecho/a,satisfecho/a,7.938983276639517
Aragón,63,mujer,nivel_bajo,si,no,no,si,9.2169,primero_secundaria,soltero/a,175.8044,32259.5277,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.583354036446167
Aragón,50,hombre,nivel_alto,no_puede,no,si,no,9.9467,educacion_superior,soltero/a,179.7579,39282.6499,satisfecho/a,neutral,insatisfecho/a,muy_satisfecho/a,7.831472785367746
Aragón,60,mujer,nivel_moderado,no,no,si,si,8.1037,educacion_superior,soltero/a,109.9572,28040.5885,muy_insatisfecho/a,neutral,satisfecho/a,neutral,7.407209518320919
Aragón,14,hombre,nivel_bajo,no,no,no,no,7.7462,primero_secundaria,soltero/a,0.0,0.0,satisfecho/a,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,8.480661368618748
Aragón,39,mujer,nivel_bajo,no,no,no,no_puede,10.0107,primero_secundaria,soltero/a,106.4833,16557.7164,neutral,satisfecho/a,insatisfecho/a,satisfecho/a,6.517674151988318
Aragón,20,hombre,nivel_moderado,no,no,si,no,10.5279,educacion_superior,casado/a,123.5382,26133.4035,neutral,muy_satisfecho/a,satisfecho/a,satisfecho/a,6.942175738433473
Aragón,62,mujer,nivel_bajo,si,no,si,no_puede,6.3459,segundo_secundaria_profesional_,soltero/a,165.2376,20110.0723,neutral,satisfecho/a,muy_satisfecho/a,neutral,8.249317513250023
Aragón,30,mujer,nivel_moderado,si,si,si,no,5.3598,primero_secundaria,soltero/a,118.6318,15191.3795,satisfecho/a,satisfecho/a,satisfecho/a,neutral,8.553404656425236
Aragón,76,hombre,nivel_bajo,no,si,no_puede,si,9.7246,segundo_secundaria_general,casado/a,113.7108,21816.0371,satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.693529269329321
Aragón,62,mujer,nivel_moderado,si,si,si,no,7.9014,educacion_superior,soltero/a,97.3979,24404.6265,satisfecho/a,satisfecho/a,muy_insatisfecho/a,muy_satisfecho/a,8.014838739893051
Aragón,50,hombre,nivel_bajo,si,no,no,no,7.9877,segundo_secundaria_profesional_,casado/a,102.72,23895.0804,neutral,neutral,muy_satisfecho/a,satisfecho/a,7.135577085680129
Aragón,34,mujer,nivel_moderado,si,no_puede,si,no,9.4583,educacion_superior,casado/a,114.3676,10242.1982,neutral,neutral,satisfecho/a,satisfecho/a,7.026441533922932
Aragón,84,mujer,nivel_bajo,no,no,no,no_puede,8.188,educacion_superior,soltero/a,136.6227,20584.1912,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.136897978623299
Aragón,45,hombre,nivel_bajo,si,si,si,no,4.0834,primero_secundaria,soltero/a,155.1733,28592.4442,insatisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,8.119201826829167
Aragón,17,mujer,nivel_bajo,no,no,si,no,8.924,segundo_secundaria_profesional_,soltero/a,151.549,31029.8255,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,7.218324158334977
Aragón,13,mujer,nivel_moderado,no,no,no,si,8.7261,primaria,soltero/a,0.0,0.0,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,7.862327775458696
Aragón,77,hombre,nivel_bajo,no,no,si,no,6.9568,segundo_secundaria_profesional_,soltero/a,168.7565,29293.2618,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.363609168894721
Aragón,46,mujer,nivel_moderado,si,no,si,no,8.2392,primero_secundaria,soltero/a,184.3925,23572.5666,satisfecho/a,muy_insatisfecho/a,satisfecho/a,satisfecho/a,6.809435069642751
Aragón,49,hombre,nivel_moderado,no,si,no,no,10.4028,educacion_superior,casado/a,196.7234,26186.0104,satisfecho/a,muy_insatisfecho/a,satisfecho/a,neutral,7.039959730064613
Aragón,57,mujer,nivel_moderado,no,no_puede,si,si,8.9349,segundo_secundaria_profesional_,casado/a,155.0669,25639.4334,satisfecho/a,satisfecho/a,satisfecho/a,neutral,7.060099846428745
Aragón,71,mujer,nivel_bajo,no,no,si,no,9.9665,educacion_superior,soltero/a,136.8441,16165.3237,satisfecho/a,satisfecho/a,neutral,neutral,7.172902061909685
Aragón,93,hombre,nivel_bajo,no,no,no_puede,no,8.8002,primaria,soltero/a,158.4438,24166.0741,neutral,muy_insatisfecho/a,insatisfecho/a,satisfecho/a,7.416437118148409
Aragón,15,mujer,nivel_bajo,si,no,no,si,8.0626,primero_secundaria,soltero/a,0.0,0.0,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.745705872567367
Aragón,68,mujer,nivel_bajo,si,no,no,no,11.0814,primero_secundaria,soltero/a,157.3665,27159.6359,satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.120475272688732
Aragón,60,hombre,nivel_moderado,no,no,si,no,8.0467,segundo_secundaria_general,divorciado/a,168.1815,28260.2616,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.319894337076822
Aragón,37,mujer,nivel_bajo,no,no,si,si,3.7359,educacion_superior,soltero/a,215.539,25958.4299,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.2439164166849475
Aragón,85,mujer,nivel_bajo,no,no,no_puede,no,8.4683,primaria,casado/a,126.4714,22010.7087,muy_satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.607746291695884
Aragón,48,mujer,nivel_moderado,si,si,no,no,9.5862,primero_secundaria,soltero/a,163.7151,27684.5601,satisfecho/a,neutral,insatisfecho/a,muy_satisfecho/a,7.955460540643848
Aragón,33,mujer,nivel_bajo,no_puede,no,no,si,7.5322,segundo_secundaria_profesional_,soltero/a,215.2313,29289.2666,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,8.494895487104223
Aragón,31,hombre,nivel_bajo,no,si,no_puede,si,8.6321,primero_secundaria,casado/a,198.7712,18586.4564,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.071460530395947
Aragón,39,hombre,nivel_bajo,si,no_puede,si,no,9.2886,primero_secundaria,soltero/a,167.0454,15955.9855,satisfecho/a,neutral,neutral,satisfecho/a,8.070017166933514
Aragón,75,hombre,nivel_bajo,no,no,si,no,9.6673,primero_secundaria,casado/a,143.5742,32763.4398,insatisfecho/a,neutral,neutral,muy_satisfecho/a,6.953965217491901
Aragón,21,mujer,nivel_bajo,no,no,no,no,4.9017,educacion_superior,casado/a,142.5462,25305.9105,neutral,satisfecho/a,satisfecho/a,satisfecho/a,7.814783511338598
Aragón,70,hombre,nivel_bajo,si,no,no,no_puede,9.4098,primaria,soltero/a,128.7188,23604.8897,muy_satisfecho/a,neutral,neutral,muy_satisfecho/a,7.609076870133395
Aragón,74,mujer,nivel_moderado,si,no,si,no,8.3548,primero_secundaria,viudo/a,169.4077,23469.2618,neutral,muy_satisfecho/a,neutral,insatisfecho/a,8.136333557996245
Aragón,51,hombre,nivel_bajo,no,no,no,si,11.0255,segundo_secundaria_general,casado/a,100.0447,19635.716,neutral,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.7047203427324105
Aragón,84,mujer,nivel_bajo,no,no_puede,no,si,9.238,educacion_superior,casado/a,200.8848,25004.2175,satisfecho/a,muy_satisfecho/a,neutral,satisfecho/a,7.862129720698668
Aragón,55,hombre,nivel_bajo,no,si,no,no,9.488,segundo_secundaria_general,soltero/a,113.4637,22129.6308,muy_satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.920342428946011
Aragón,46,hombre,nivel_bajo,si,no,si,si,6.3956,primero_secundaria,soltero/a,176.8116,24635.4885,neutral,satisfecho/a,muy_satisfecho/a,satisfecho/a,7.052639635490555
Aragón,67,mujer,nivel_moderado,no_puede,no,no_puede,si,8.1561,educacion_superior,soltero/a,161.7642,26940.42,satisfecho/a,neutral,neutral,muy_satisfecho/a,6.417845218484662
Aragón,42,mujer,nivel_bajo,si,si,si,no,10.095,segundo_secundaria_general,casado/a,127.0491,21308.6516,satisfecho/a,satisfecho/a,neutral,muy_satisfecho/a,7.3012489257037485
Aragón,18,mujer,nivel_bajo,no,no,no,no_puede,8.075,segundo_secundaria_profesional_,casado/a,105.4799,34656.4814,muy_satisfecho/a,muy_insatisfecho/a,insatisfecho/a,satisfecho/a,8.253867830270512
Aragón,27,hombre,nivel_moderado,no,no_puede,no_puede,no,10.9597,primero_secundaria,soltero/a,93.2873,17628.6964,muy_satisfecho/a,muy_insatisfecho/a,insatisfecho/a,muy_satisfecho/a,8.034910180404113
Aragón,82,hombre,nivel_bajo,no_puede,si,no,no,6.4118,segundo_secundaria_general,casado/a,117.0603,31195.295,muy_satisfecho/a,satisfecho/a,muy_insatisfecho/a,muy_satisfecho/a,7.569819527830144
Aragón,65,hombre,nivel_moderado,no,si,si,no,5.0136,segundo_secundaria_general,soltero/a,194.5484,30288.0802,muy_satisfecho/a,satisfecho/a,satisfecho/a,neutral,8.369390003610611
Aragón,93,hombre,nivel_bajo,si,no,no,no,7.353,educacion_superior,casado/a,147.6186,29900.7474,neutral,satisfecho/a,neutral,satisfecho/a,7.799913343618196
Aragón,96,hombre,nivel_bajo,no_puede,no_puede,no,no,3.3453,segundo_secundaria_general,casado/a,159.8592,25059.2682,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,7.347355812156544
Aragón,54,mujer,nivel_moderado,no,no,si,no,8.8878,primaria,viudo/a,220.8552,14920.6851,muy_satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.960611994943752
Aragón,11,mujer,nivel_moderado,no,si,no,si,5.8933,primaria,soltero/a,0.0,0.0,neutral,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,8.001467030292371
Aragón,52,hombre,nivel_bajo,no,no,si,no,6.5802,educacion_superior,viudo/a,180.5486,17659.9498,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.7415463948055985
Aragón,58,hombre,nivel_moderado,no,no,no,no,7.8887,educacion_superior,viudo/a,170.2927,33169.7108,satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.834082540028836
Aragón,48,mujer,nivel_bajo,si,si,no,no,6.4847,educacion_superior,casado/a,220.8014,18729.5746,muy_satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.505909417081079
Aragón,43,hombre,nivel_bajo,no,no,no,no,8.6241,primero_secundaria,casado/a,209.8202,21414.2161,neutral,neutral,muy_satisfecho/a,satisfecho/a,7.013520951889108
Aragón,39,hombre,nivel_moderado,no_puede,no,si,no,9.6341,primero_secundaria,casado/a,97.2515,24715.8559,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,8.075628746684854
Aragón,53,mujer,nivel_bajo,no_puede,no,no,si,11.9387,primero_secundaria,casado/a,261.5571,35936.2131,neutral,muy_satisfecho/a,insatisfecho/a,satisfecho/a,7.376036582924305
Aragón,81,mujer,nivel_bajo,no,no,si,no_puede,8.7247,educacion_superior,soltero/a,135.6982,22330.3,insatisfecho/a,insatisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.943560170809006
Aragón,53,mujer,nivel_bajo,si,no,si,no,9.6523,primero_secundaria,casado/a,147.1743,25565.8092,satisfecho/a,neutral,neutral,muy_satisfecho/a,8.044293810730716
Aragón,55,mujer,nivel_bajo,no,no,si,no,8.3229,segundo_secundaria_general,casado/a,98.9513,23578.129,satisfecho/a,neutral,muy_satisfecho/a,muy_satisfecho/a,6.845749829159019
Aragón,18,hombre,nivel_bajo,no,no_puede,si,si,3.5872,segundo_secundaria_profesional_,casado/a,188.368,38113.6089,satisfecho/a,neutral,muy_satisfecho/a,muy_satisfecho/a,7.886524128517785
Comunitat Valenciana,13,hombre,nivel_alto,no,no,no,si,6.5925,primero_secundaria,soltero/a,0.0,0.0,insatisfecho/a,neutral,satisfecho/a,satisfecho/a,7.591556384241606
Comunitat Valenciana,11,mujer,nivel_moderado,no,no,no,no,3.6634,primaria,soltero/a,0.0,0.0,satisfecho/a,satisfecho/a,insatisfecho/a,neutral,6.949032679782695
Comunitat Valenciana,50,mujer,nivel_moderado,no_puede,no,si,no,2.6654,educacion_superior,soltero/a,150.0925,20368.2449,insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.918378354830876
Comunitat Valenciana,23,hombre,nivel_bajo,si,no,no,no,2.1707,educacion_superior,casado/a,69.7462,8112.2875,neutral,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,5.8269115634300475
Comunitat Valenciana,82,mujer,nivel_bajo,no,no,no_puede,si,0.0,educacion_superior,soltero/a,163.0451,32485.8116,neutral,satisfecho/a,satisfecho/a,satisfecho/a,6.732145799794657
Comunitat Valenciana,62,mujer,nivel_alto,si,no,si,no,0.5685,educacion_superior,casado/a,143.4706,12493.2333,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.881131262790088
Comunitat Valenciana,10,hombre,nivel_bajo,si,no,si,si,6.3134,primaria,soltero/a,0.0,0.0,satisfecho/a,satisfecho/a,insatisfecho/a,neutral,6.178493918653592
Comunitat Valenciana,14,hombre,nivel_moderado,no,no,si,no,1.89,primero_secundaria,soltero/a,0.0,0.0,satisfecho/a,satisfecho/a,neutral,satisfecho/a,7.180687806172694
Comunitat Valenciana,57,hombre,nivel_moderado,si,no,no,no,6.5163,primero_secundaria,viudo/a,209.0449,27536.4386,muy_insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.158519556258346
Comunitat Valenciana,18,mujer,nivel_moderado,no,no_puede,no,no,1.7137,educacion_superior,viudo/a,94.0492,18186.9856,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,satisfecho/a,6.658972562242761
Comunitat Valenciana,70,mujer,nivel_alto,no,si,si,no,6.0056,primero_secundaria,casado/a,248.1528,36503.8348,satisfecho/a,satisfecho/a,neutral,satisfecho/a,6.2686306756801615
Comunitat Valenciana,72,mujer,nivel_moderado,no,no_puede,no,no_puede,2.4215,educacion_superior,soltero/a,149.1711,28230.0154,satisfecho/a,satisfecho/a,neutral,muy_satisfecho/a,6.468621197112666
Comunitat Valenciana,29,mujer,nivel_moderado,no_puede,si,si,si,4.4775,primaria,casado/a,123.0448,22637.025,muy_satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.19361688967775
Comunitat Valenciana,51,mujer,nivel_bajo,no,no,no,no,1.5465,primero_secundaria,casado/a,221.2891,23044.3158,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,6.265135026732045
Comunitat Valenciana,52,hombre,nivel_alto,si,no,no_puede,si,3.739,segundo_secundaria_general,soltero/a,130.0115,25955.8742,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,6.312592067031311
Comunitat Valenciana,71,mujer,nivel_bajo,no,si,no_puede,no,3.5609,segundo_secundaria_profesional_,casado/a,119.1244,6014.833,satisfecho/a,satisfecho/a,muy_satisfecho/a,insatisfecho/a,6.20310839269189
Comunitat Valenciana,51,hombre,nivel_alto,no_puede,no,no,si,5.3923,primero_secundaria,casado/a,205.4166,25897.1605,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,7.006700821267036
Comunitat Valenciana,28,hombre,nivel_moderado,no,no,si,no,4.034,primero_secundaria,casado/a,182.3119,8631.8349,neutral,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,7.0187705847757
Comunitat Valenciana,38,mujer,nivel_moderado,si,no,si,no,4.5614,primero_secundaria,viudo/a,121.9447,29025.6244,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.306507808859208
Comunitat Valenciana,59,hombre,nivel_bajo,si,no,no,no,4.4283,educacion_superior,soltero/a,190.6918,27007.1266,satisfecho/a,muy_insatisfecho/a,muy_satisfecho/a,neutral,6.996986789755656
Comunitat Valenciana,53,hombre,nivel_alto,si,no,no,no,2.699,educacion_superior,casado/a,187.2746,16641.9493,satisfecho/a,satisfecho/a,satisfecho/a,neutral,6.420131688506814
Comunitat Valenciana,72,hombre,nivel_moderado,si,no,si,si,3.7847,primero_secundaria,casado/a,103.0982,12151.2314,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.860243356443393
Comunitat Valenciana,28,mujer,nivel_alto,no,no,no,no,3.9113,segundo_secundaria_profesional_,soltero/a,198.5943,23170.1054,neutral,satisfecho/a,satisfecho/a,satisfecho/a,6.289189691692632
Comunitat Valenciana,35,mujer,nivel_moderado,si,no,no,no,7.1327,educacion_superior,soltero/a,187.1393,22804.5366,muy_insatisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,6.062219084172858
